,status_group
6638,non functional
6639,functional
6640,functional
6641,functional
6642,functional
6643,functional needs repair
6644,functional
6645,functional
6646,non functional
6647,functional
6648,functional
6649,functional
6650,non functional
6651,functional
6652,functional needs repair
6653,functional needs repair
6654,functional
6655,functional
6656,functional needs repair
6657,functional
6658,functional
6659,non functional
6660,non functional
6661,functional
6662,functional needs repair
6663,functional
6664,functional
6665,functional
6666,functional
6667,functional
6668,non functional
6669,non functional
6670,functional
6671,non functional
6672,functional needs repair
6673,functional needs repair
6674,non functional
6675,non functional
6676,functional
6677,functional
6678,functional
6679,functional
6680,functional
6681,non functional
6682,non functional
6683,functional
6684,non functional
6685,functional
6686,non functional
6687,functional
6688,functional
6689,functional
6690,non functional
6691,functional
6692,non functional
6693,functional
6694,non functional
6695,non functional
6696,functional
6697,non functional
6698,functional
6699,functional
6700,functional
6701,functional
6702,non functional
6703,functional
6704,functional
6705,non functional
6706,non functional
6707,non functional
6708,functional
6709,functional
6710,functional
6711,functional
6712,functional needs repair
6713,functional needs repair
6714,functional
6715,functional
6716,functional
6717,non functional
6718,functional
6719,non functional
6720,non functional
6721,functional
6722,non functional
6723,functional
6724,functional
6725,functional needs repair
6726,non functional
6727,functional
6728,functional
6729,functional
6730,functional
6731,functional
6732,non functional
6733,non functional
6734,functional
6735,functional
6736,functional
6737,functional
6738,functional
6739,functional needs repair
6740,functional
6741,functional needs repair
6742,functional
6743,non functional
6744,functional
6745,non functional
6746,non functional
6747,non functional
6748,non functional
6749,functional
6750,non functional
6751,non functional
6752,functional
6753,non functional
6754,functional
6755,functional
6756,functional
6757,non functional
6758,non functional
6759,functional
6760,non functional
6761,functional
6762,functional
6763,non functional
6764,non functional
6765,functional
6766,functional
6767,non functional
6768,non functional
6769,functional
6770,non functional
6771,functional
6772,non functional
6773,functional
6774,functional
6775,functional needs repair
6776,non functional
6777,non functional
6778,functional
6779,functional
6780,non functional
6781,functional
6782,non functional
6783,functional
6784,non functional
6785,functional
6786,non functional
6787,non functional
6788,functional needs repair
6789,functional
6790,functional needs repair
6791,functional
6792,non functional
6793,non functional
6794,functional
6795,functional
6796,functional needs repair
6797,non functional
6798,non functional
6799,functional
6800,functional
6801,functional
6802,non functional
6803,functional
6804,non functional
6805,functional needs repair
6806,non functional
6807,functional
6808,non functional
6809,non functional
6810,functional
6811,functional
6812,non functional
6813,functional
6814,functional
6815,functional
6816,functional
6817,functional
6818,functional
6819,non functional
6820,non functional
6821,functional
6822,functional needs repair
6823,non functional
6824,non functional
6825,functional needs repair
6826,functional needs repair
6827,functional
6828,functional
6829,non functional
6830,functional
6831,non functional
6832,non functional
6833,functional
6834,functional
6835,non functional
6836,functional
6837,non functional
6838,functional
6839,non functional
6840,functional
6841,non functional
6842,non functional
6843,functional
6844,non functional
6845,functional
6846,non functional
6847,non functional
6848,non functional
6849,functional
6850,functional
6851,functional
6852,non functional
6853,non functional
6854,functional
6855,functional
6856,functional
6857,non functional
6858,non functional
6859,functional
6860,non functional
6861,functional
6862,functional
6863,functional needs repair
6864,functional
6865,non functional
6866,functional
6867,non functional
6868,functional
6869,non functional
6870,functional
6871,functional
6872,non functional
6873,functional needs repair
6874,functional
6875,functional needs repair
6876,non functional
6877,functional
6878,functional
6879,non functional
6880,non functional
6881,non functional
6882,functional
6883,functional
6884,functional
6885,functional
6886,functional
6887,functional
6888,functional
6889,non functional
6890,functional
6891,functional
6892,functional needs repair
6893,non functional
6894,functional
6895,non functional
6896,functional
6897,non functional
6898,non functional
6899,functional
6900,functional
6901,non functional
6902,non functional
6903,non functional
6904,functional
6905,functional
6906,non functional
6907,non functional
6908,non functional
6909,functional
6910,functional
6911,non functional
6912,non functional
6913,non functional
6914,non functional
6915,non functional
6916,non functional
6917,non functional
6918,non functional
6919,non functional
6920,non functional
6921,functional
6922,non functional
6923,non functional
6924,functional
6925,non functional
6926,functional
6927,non functional
6928,functional
6929,non functional
6930,non functional
6931,functional needs repair
6932,functional
6933,functional
6934,functional
6935,non functional
6936,functional
6937,functional needs repair
6938,non functional
6939,non functional
6940,non functional
6941,functional
6942,functional
6943,non functional
6944,functional
6945,functional
6946,functional
6947,functional
6948,functional
6949,functional
6950,non functional
6951,functional
6952,functional
6953,functional
6954,functional
6955,non functional
6956,non functional
6957,functional
6958,non functional
6959,functional needs repair
6960,functional
6961,functional
6962,functional
6963,functional
6964,non functional
6965,functional
6966,functional needs repair
6967,non functional
6968,non functional
6969,functional
6970,functional needs repair
6971,non functional
6972,functional
6973,functional
